Date,ProductID,ProductName,Category,Supplier,UnitPrice,StockQuantity,StockValue,ReorderLevel,ReorderQuantity,UnitsSold,SalesValue,LastSoldDate,LastRestockDate,NextRestockDate,DeliveryTimeDays,DeliveryStatus
2024-03-08,151ff5cb-e86d-48ab-b1f4-4b4e25ef22e1,Deodorant,Health & Beauty,"Mckinney, Henry and Cross",90.98,156,14192.88,34,80,153,13919.94,2024-05-29,2024-02-08,2024-02-10,3,Partial Delivery
2024-06-14,752c0096-ae87-4e86-982e-8dd519483fad,Trash Bags,Cleaning Supplies,Williamson-Sampson,15.61,118,1841.98,29,67,34,530.74,2024-05-01,2024-05-16,2024-05-21,7,Partial Delivery
2024-01-17,d77e0bdf-22e1-4413-bff2-867b81dbfcf4,Beef,Meat,Reid Inc,31.33,122,3822.26,36,57,52,1629.16,2024-05-02,2024-04-11,2024-04-24,10,On Time
2024-02-05,9f3de544-1460-4db0-af5a-70fd935b55fa,Chicken Nuggets,Frozen,"Duke, Quinn and Sanchez",67.64,164,11092.96,25,71,63,4261.32,2024-04-04,2024-03-11,2024-03-26,7,Delayed
2024-05-23,bb077424-ffc3-4fd9-a4f6-7478a7e20b04,Chicken Nuggets,Frozen,"Landry, Aguirre and Austin",3.88,81,314.28,12,59,43,166.84,2024-02-06,2024-03-17,2024-04-16,7,Delayed
2024-05-29,8d481767-fbe2-445a-90b2-ef29423a41ff,Cookies,Snacks,Harper-Dennis,41.41,163,6749.83,33,56,153,6335.73,2024-06-24,2024-02-15,2024-03-11,1,Partial Delivery
2024-04-22,7475bf15-f7fc-45c9-acb1-55abbc70c32d,Bagel,Bakery,Ryan Group,84.59,82,6936.38,50,82,69,5836.71,2024-02-11,2024-04-12,2024-05-11,3,Delayed
2024-03-07,d9ea6b32-0f08-4a60-8098-5482bd32b417,Fish,Meat,Murray-King,1.51,75,113.25,30,41,10,15.1,2024-05-26,2024-02-12,2024-02-25,3,Partial Delivery
2024-02-22,f8e963c7-635c-4669-89dd-66b050a9b83f,Water,Beverages,Pace Inc,98.48,148,14575.04,40,61,115,11325.2,2024-06-15,2024-02-05,2024-02-13,9,Partial Delivery
2024-04-13,46a95121-4187-40d9-9d58-294107f808a5,Lettuce,Produce,Brown PLC,30.95,124,3837.8,48,50,55,1702.25,2024-02-21,2024-01-15,2024-01-30,8,Partial Delivery
2024-01-25,c4ad3414-8945-440f-b418-b3e1e8d828fa,Fish Sticks,Frozen,"Wells, Weber and Greene",36.22,167,6048.74,5,96,131,4744.82,2024-04-16,2024-02-16,2024-02-25,4,Delayed
2024-01-06,4302c4d3-bbfe-44e0-964b-a55029cb68e5,Chicken,Meat,Reyes PLC,99.52,108,10748.16,37,51,95,9454.4,2024-06-24,2024-06-27,2024-07-13,2,Delayed
2024-02-29,f21725cf-f425-4c85-bff7-f67bbea05faa,Chicken,Meat,Mccarthy-Hodges,49.16,91,4473.56,43,32,26,1278.16,2024-03-10,2024-02-14,2024-02-23,5,Partial Delivery
2024-05-24,367c08cc-4b83-4ad9-912b-13d07fb88687,Toothpaste,Health & Beauty,"Wallace, Kennedy and Campbell",47.43,35,1660.05,6,54,34,1612.62,2024-02-25,2024-02-09,2024-02-21,7,Partial Delivery
2024-05-26,c5c9674b-2294-47e9-8581-159d3155187d,Yogurt,Dairy,Smith Group,96.91,149,14439.59,41,21,131,12695.21,2024-01-15,2024-02-28,2024-03-28,1,Delayed
2024-03-14,e7ce850b-a3e0-4430-8b06-3dea9895b4ba,Muffin,Bakery,"Butler, Acosta and Mills",60.56,54,3270.24,24,92,9,545.04,2024-05-11,2024-02-23,2024-03-19,9,On Time
2024-05-09,6541958b-a7ac-499e-b060-bf39831a06dd,Cream,Dairy,"Campbell, Smith and Sheppard",12.62,177,2233.74,37,23,45,567.9,2024-06-16,2024-05-01,2024-05-12,3,Delayed
2024-05-14,bdc17e9e-6382-4c50-8c81-9c0e7c97c692,Juice,Beverages,"Duke, Morris and Smith",57.48,28,1609.44,21,41,9,517.32,2024-03-15,2024-01-31,2024-02-08,9,Delayed
2024-06-29,8d80d798-ee84-443c-abff-7714cec673e1,Dish Soap,Cleaning Supplies,"Garcia, Brandt and Knox",57.51,141,8108.91,21,75,19,1092.69,2024-02-06,2024-03-02,2024-03-20,10,On Time
2024-05-12,953cc326-bd70-48e8-9f69-80f3c235d36d,Banana,Produce,"Allen, Hanson and Hill",68.05,193,13133.65,45,93,180,12249,2024-04-09,2024-02-19,2024-03-11,10,Partial Delivery
2024-04-04,b2d10e3b-e805-414c-b718-f043f0c2b7d7,Pork,Meat,Jones and Sons,30.35,44,1335.4,41,67,36,1092.6,2024-01-29,2024-03-06,2024-04-03,10,Delayed
2024-03-05,b7c794c2-956e-4c6e-a533-fffe9457b163,Cookies,Snacks,"Bell, Moore and Woods",4.43,49,217.07,17,50,18,79.74,2024-01-07,2024-04-11,2024-04-22,5,Delayed
2024-04-10,6d3d9659-3385-4a08-ad76-6ee64fd462ea,Ice Cream,Frozen,"Haynes, Cunningham and Sanchez",41.24,158,6515.92,40,91,10,412.4,2024-03-03,2024-05-16,2024-06-13,9,Partial Delivery
2024-06-06,c13c8a55-b526-4df0-89d2-fc08df284e19,Fish,Meat,Walton-Guzman,79.55,179,14239.45,12,92,83,6602.65,2024-02-25,2024-01-17,2024-01-18,10,Partial Delivery
2024-01-10,a0454b39-d0c6-4b2b-9401-2663f53806c4,Soda,Beverages,"Todd, Wilkerson and Jones",46.65,98,4571.7,47,34,22,1026.3,2024-04-16,2024-01-10,2024-01-31,5,Delayed
2024-01-02,e00479a8-55e3-44f9-a26c-d2d630c01930,Carrot,Produce,Hicks Inc,72.01,36,2592.36,21,88,32,2304.32,2024-05-16,2024-03-30,2024-04-14,4,Partial Delivery
2024-04-25,d129baab-3458-44f0-bc39-1cf6c3922d28,Cheese,Dairy,Barnes-Gomez,86.72,61,5289.92,8,31,48,4162.56,2024-04-21,2024-06-01,2024-06-10,6,Partial Delivery
2024-05-14,0af2a199-168a-4e8b-89fe-73bb975ed210,Tea,Beverages,"Powell, Richards and Armstrong",89,150,13350,32,60,61,5429,2024-05-03,2024-04-18,2024-05-07,10,Delayed
2024-01-30,08a8d924-ae17-430d-a247-2deb516061c0,Soda,Beverages,Smith LLC,13.96,27,376.92,18,32,1,13.96,2024-05-13,2024-04-21,2024-04-29,8,Delayed
2024-02-15,9169106d-5435-47fe-823c-98e2f56d62fc,Butter,Dairy,"Oliver, Morris and Garza",86.06,98,8433.88,38,56,16,1376.96,2024-03-13,2024-01-15,2024-01-28,2,Partial Delivery
2024-05-14,1b3a3538-1120-4409-b408-ae98a1104c63,Pork,Meat,"Weiss, Benjamin and Schneider",34.78,38,1321.64,18,98,36,1252.08,2024-01-25,2024-05-28,2024-06-23,5,Partial Delivery
2024-03-04,d7f3f418-682d-4ecf-aee6-f10c9256ce89,Chicken Nuggets,Frozen,"Andrade, Choi and Byrd",81.39,105,8545.95,12,22,32,2604.48,2024-01-08,2024-04-22,2024-05-12,8,Delayed
2024-03-04,d933293d-51be-4ba4-83a8-f406eab21ec4,Apple,Produce,Clark-Herrera,50.86,121,6154.06,14,36,108,5492.88,2024-01-01,2024-01-25,2024-01-28,4,Delayed
2024-02-03,b9fb46bf-c6ec-4104-9068-6da0bc153700,Croissant,Bakery,"Williams, Gilmore and Stuart",45.28,176,7969.28,20,29,84,3803.52,2024-05-15,2024-01-09,2024-01-23,2,On Time
2024-04-07,2a3869b0-d071-447f-bd90-2cc8c31fa019,Trash Bags,Cleaning Supplies,"Smith, Shaw and Walker",39.5,177,6991.5,15,22,168,6636,2024-05-03,2024-05-23,2024-05-25,2,Partial Delivery
2024-03-16,6cf81727-ddb6-445f-b16b-2dc15ba07026,Potato,Produce,"Clay, Blanchard and Williams",37.86,75,2839.5,50,80,11,416.46,2024-02-21,2024-05-08,2024-05-09,3,Partial Delivery
2024-03-07,9f6a4265-1b3d-4f3a-91ec-7fbc89dd596c,Juice,Beverages,Frost-Camacho,18.08,80,1446.4,14,91,58,1048.64,2024-05-12,2024-03-27,2024-04-21,6,Delayed
2024-01-22,2835d078-b8b1-42e8-bb4f-504b74c9a003,Laundry Detergent,Cleaning Supplies,Moran Inc,54.95,47,2582.65,22,73,3,164.85,2024-02-11,2024-01-24,2024-02-19,5,Delayed
2024-02-28,5371de87-55aa-4d15-9f95-991aadbb5ad9,Lettuce,Produce,"Cook, White and Gallagher",70.84,78,5525.52,33,61,64,4533.76,2024-01-31,2024-02-11,2024-02-27,10,Delayed
2024-06-17,7c7f7be4-f2b1-4ba7-8cf3-aa66103821c7,Butter,Dairy,Gibson LLC,92.33,191,17635.03,41,42,99,9140.67,2024-01-23,2024-05-18,2024-05-25,10,Delayed
2024-05-27,fd03e97b-1851-4a5d-81ff-51e0fe1cceb6,Lettuce,Produce,"Harris, Peterson and Marshall",98.54,78,7686.12,16,34,26,2562.04,2024-06-17,2024-02-25,2024-03-17,2,On Time
2024-03-20,b1e7073f-0dcc-4afd-80f6-f922491b43a3,Laundry Detergent,Cleaning Supplies,Garcia-Taylor,66.76,17,1134.92,18,39,14,934.64,2024-01-18,2024-05-19,2024-06-17,3,Delayed
2024-02-08,4e0944c1-2ab8-45c4-809c-16a870e1b372,Bagel,Bakery,Adams Inc,11.74,24,281.76,50,20,23,270.02,2024-02-20,2024-01-17,2024-02-02,1,Delayed
2024-01-29,837da34a-b93d-4037-b7b3-f21b44c76cd0,Sponges,Cleaning Supplies,Brown LLC,38.49,151,5811.99,26,91,62,2386.38,2024-02-10,2024-06-23,2024-07-21,7,On Time
2024-03-04,0fe8c3fa-22ce-4f74-91eb-3795c4b33e60,Glass Cleaner,Cleaning Supplies,Compton-Sanchez,31.5,101,3181.5,39,49,30,945,2024-02-26,2024-06-12,2024-06-16,9,Delayed
2024-05-26,8ff672bc-9233-4aea-99c9-45e7dbd97259,Laundry Detergent,Cleaning Supplies,Patterson-Warner,87.95,165,14511.75,33,80,164,14423.8,2024-06-24,2024-05-13,2024-06-11,4,Partial Delivery
2024-03-28,695136fe-8f1d-494d-8d98-747891c3a666,Juice,Beverages,Taylor and Sons,85.67,83,7110.61,50,26,83,7110.61,2024-05-15,2024-05-12,2024-06-08,6,On Time
2024-03-18,532f9230-f2e9-4bfc-952d-b526f0245286,Deodorant,Health & Beauty,Baird LLC,37.56,179,6723.24,25,43,145,5446.2,2024-01-19,2024-01-23,2024-02-12,5,Delayed
2024-03-27,8c402a85-690d-46b5-a903-a0cf5f7bdda8,Granola Bars,Snacks,Beasley LLC,77.4,182,14086.8,49,47,69,5340.6,2024-01-22,2024-01-08,2024-01-28,5,On Time
2024-03-31,8ef763f7-cbc5-47da-bc6a-fba8dec7ab2b,Carrot,Produce,"Rodriguez, Ferguson and Tran",52.12,149,7765.88,19,43,99,5159.88,2024-06-23,2024-04-07,2024-04-25,2,Partial Delivery
2024-05-30,911267cb-703b-40b2-a3f9-8e57893689fc,Body Lotion,Health & Beauty,Blanchard-Brown,79.41,46,3652.86,22,52,22,1747.02,2024-04-08,2024-01-30,2024-02-13,5,Delayed
2024-03-14,43ccdb9c-8a78-4c09-8b10-15d73d14e1a5,Pizza,Frozen,Woods Ltd,44.61,38,1695.18,13,63,19,847.59,2024-05-25,2024-06-29,2024-07-17,5,Partial Delivery
2024-05-16,823bd64f-20bd-4d07-aab4-cb1cdbcbf0a2,Granola Bars,Snacks,Nunez and Sons,65.41,171,11185.11,48,51,154,10073.14,2024-03-06,2024-03-03,2024-03-24,1,Partial Delivery
2024-05-06,bec055ab-5417-4979-a335-ad0ab36041d1,Pizza,Frozen,Martin-Greer,71.3,150,10695,19,60,96,6844.8,2024-01-07,2024-04-08,2024-04-18,1,Partial Delivery
2024-05-29,9ae5efda-a6e3-4aa5-ab99-1d1291d06562,Body Lotion,Health & Beauty,"Hill, David and Payne",49.4,118,5829.2,13,67,88,4347.2,2024-06-28,2024-06-27,2024-07-13,2,On Time
2024-01-20,dc1ac2cf-b3f1-4796-af33-037c12a0b10d,Bagel,Bakery,Price-Hogan,54.12,34,1840.08,33,53,24,1298.88,2024-04-28,2024-02-12,2024-03-05,10,Partial Delivery
2024-03-28,3bf82704-6c8f-4539-bf6f-9872487f75cf,Banana,Produce,"Gonzalez, Jimenez and Kaiser",35.04,146,5115.84,32,79,45,1576.8,2024-06-05,2024-05-07,2024-05-14,10,Partial Delivery
2024-03-31,e3974df5-0ef9-4a2f-9e19-de1f67f5f23b,Hand Sanitizer,Health & Beauty,"Potts, Bolton and Bailey",54.24,39,2115.36,23,62,26,1410.24,2024-02-27,2024-03-31,2024-04-14,6,Partial Delivery
2024-02-18,f95e1584-44ba-47ec-9977-9a1b48fe69e9,Frozen Vegetables,Frozen,Wilson Ltd,14.06,121,1701.26,42,26,6,84.36,2024-05-16,2024-06-12,2024-06-22,6,Delayed
2024-04-04,c6a6bfb8-dbf5-45ba-a2aa-feec85f7aad4,Granola Bars,Snacks,Woods and Sons,85.99,96,8255.04,26,20,44,3783.56,2024-03-06,2024-04-21,2024-04-27,7,On Time
2024-04-16,8539b67e-fdc5-46c9-be5a-f89cf7905c9f,Body Lotion,Health & Beauty,"Holmes, Baker and Contreras",19.13,171,3271.23,8,26,64,1224.32,2024-04-22,2024-06-21,2024-07-03,2,Partial Delivery
2024-03-08,f8d8ef06-667e-455d-9417-4a7a4491879d,Trash Bags,Cleaning Supplies,Cummings-Herring,84.14,193,16239.02,25,62,31,2608.34,2024-03-18,2024-03-16,2024-04-12,8,Partial Delivery
2024-05-14,148c98e7-7163-44ea-be0a-9ab637746bf2,Water,Beverages,Key-Lynch,60.47,51,3083.97,24,80,47,2842.09,2024-01-10,2024-02-01,2024-02-09,3,Delayed
2024-05-07,5e003f01-9710-4245-8a28-698eb3d148f6,Milk,Dairy,"Jackson, Hernandez and Kelly",49.94,167,8339.98,7,57,43,2147.42,2024-06-13,2024-03-25,2024-04-15,10,On Time
2024-01-15,50fbee87-013a-4f98-9567-807847107c7e,Muffin,Bakery,Bennett LLC,93.74,91,8530.34,10,40,40,3749.6,2024-01-25,2024-01-24,2024-01-31,3,Partial Delivery
2024-01-21,90705837-b050-4e19-9421-8e436c52dac6,Muffin,Bakery,Carter Ltd,73.04,143,10444.72,43,76,68,4966.72,2024-01-12,2024-03-22,2024-04-18,2,Partial Delivery
2024-05-11,bd2f6184-a08c-4d1d-a080-599b1cd6a147,Chicken,Meat,Elliott-Hudson,46.69,191,8917.79,19,30,148,6910.12,2024-06-14,2024-06-19,2024-06-27,9,Delayed
2024-02-10,e1ffebf6-3ddc-4f15-8031-5c65ae74bbd5,Coffee,Beverages,Mccullough-Lynch,47.14,100,4714,16,56,89,4195.46,2024-03-24,2024-01-24,2024-01-31,8,On Time
2024-03-21,7e1acb44-c5c8-4704-8250-68923a308b32,Hand Sanitizer,Health & Beauty,"Pollard, Campbell and Molina",93.97,25,2349.25,45,28,4,375.88,2024-01-29,2024-01-04,2024-01-22,5,Delayed
2024-01-14,fe015868-bc5f-4fcd-b58f-e8cf7448c196,Pizza,Frozen,Clark-Casey,28.59,97,2773.23,15,64,2,57.18,2024-01-05,2024-04-18,2024-05-15,8,Delayed
2024-03-07,f98a0a9a-441b-4dc6-918a-a2d19b36330a,Pizza,Frozen,Bowman Inc,99.83,39,3893.37,33,72,8,798.64,2024-06-30,2024-01-10,2024-01-23,6,Partial Delivery
2024-05-11,4e55b656-36c9-48b7-b941-5256dffe9ba4,Water,Beverages,James PLC,23.76,11,261.36,34,56,8,190.08,2024-03-09,2024-02-16,2024-02-23,5,Delayed
2024-06-28,9cda24e1-8d85-463b-ac2b-32bc8e7b0680,Fish Sticks,Frozen,Ward Inc,76.36,87,6643.32,36,24,43,3283.48,2024-06-07,2024-04-21,2024-05-03,9,Partial Delivery
2024-02-15,935adbbb-30ed-4fd3-887c-386e61829779,Glass Cleaner,Cleaning Supplies,Moore Group,9.06,169,1531.14,25,74,6,54.36,2024-06-21,2024-01-04,2024-02-02,3,Partial Delivery
2024-03-25,d0c5f528-1237-4aab-bdbe-d934f037ebe1,Glass Cleaner,Cleaning Supplies,Miller-Smith,15.64,105,1642.2,31,94,61,954.04,2024-02-06,2024-01-05,2024-01-07,10,On Time
2024-04-12,7fbd2b38-4def-4440-ad05-cbcfb94566d3,Banana,Produce,Johnson-Ramos,3.51,153,537.03,8,38,63,221.13,2024-05-21,2024-01-06,2024-02-05,9,Delayed
2024-03-19,fba3a8a5-27a9-483a-b7fb-98d8bef40e2d,Lettuce,Produce,"Reyes, Roberts and Morrison",28.89,94,2715.66,40,80,58,1675.62,2024-03-12,2024-01-16,2024-02-13,2,Delayed
2024-06-21,a4797a14-7552-472c-9e52-15de1204e141,Frozen Vegetables,Frozen,Park and Sons,59.56,80,4764.8,27,83,30,1786.8,2024-03-04,2024-02-10,2024-02-14,6,Partial Delivery
2024-04-29,0069baf8-e16b-44b3-a154-0cc600880e97,Tea,Beverages,"Bennett, Sanchez and Peterson",72.88,51,3716.88,38,46,45,3279.6,2024-03-11,2024-04-30,2024-05-04,2,Partial Delivery
2024-02-04,e4b0f9e9-ea94-4cc0-a2fa-b5dffbf7e53a,Tea,Beverages,Foster-Coffey,39.02,144,5618.88,10,25,121,4721.42,2024-04-17,2024-03-17,2024-03-21,3,On Time
2024-04-04,ea7a6800-d5a8-4fbf-a1b9-3597f4918859,Trash Bags,Cleaning Supplies,Rhodes and Sons,90.56,63,5705.28,42,53,22,1992.32,2024-01-01,2024-01-29,2024-01-30,9,Partial Delivery
2024-03-15,2673391a-2f52-4a2a-98ac-9463e110c5bf,Tea,Beverages,Harris-Johnson,68.72,146,10033.12,27,46,142,9758.24,2024-02-13,2024-05-14,2024-05-17,9,On Time
2024-04-01,f1b56fec-8cf3-46df-a154-e8af6125d333,Chips,Snacks,Shelton-Jordan,98.44,79,7776.76,37,62,9,885.96,2024-04-10,2024-02-16,2024-03-17,10,Delayed
2024-02-17,e7786620-9549-489b-954d-8710c5f834a6,Bread,Bakery,Richardson-Wilkinson,13.88,184,2553.92,47,89,115,1596.2,2024-03-22,2024-06-26,2024-07-26,7,Delayed
2024-02-19,2bafd815-30e4-4167-b25a-0157e0324544,Butter,Dairy,"Rich, Greer and Patterson",52.32,75,3924,45,22,29,1517.28,2024-05-05,2024-06-03,2024-07-03,5,Delayed
2024-02-12,9789f620-601b-4753-89d4-9b6f52db4a97,Lettuce,Produce,Schwartz-Cook,93.63,143,13389.09,34,46,14,1310.82,2024-06-01,2024-04-24,2024-05-19,1,Delayed
2024-04-26,40c2bc1e-f2e8-4d86-8e90-e55ba133a23a,Chicken,Meat,Reeves-Barr,7.9,45,355.5,9,74,29,229.1,2024-02-14,2024-02-18,2024-02-19,9,Partial Delivery
2024-05-22,e5c07ecc-f1d7-4de3-b784-cc04bec0ca2c,Juice,Beverages,Arellano Ltd,9.73,115,1118.95,50,68,7,68.11,2024-05-09,2024-04-10,2024-04-18,8,Delayed
2024-04-23,e2b3cf60-692b-4c87-bc02-f786dc79f7dd,Shampoo,Health & Beauty,Anderson-Brady,70.8,13,920.4,25,83,5,354,2024-02-27,2024-05-09,2024-05-22,10,Partial Delivery
2024-06-13,28d296e3-cfd1-457a-b0fd-a2ef8da4932f,Cream,Dairy,"Thompson, Powell and Beck",40.82,95,3877.9,22,52,28,1142.96,2024-05-01,2024-03-31,2024-04-22,7,On Time
2024-03-14,a8d40048-60e9-4a75-b6b2-24837a20c533,Granola Bars,Snacks,Calderon and Sons,94.77,81,7676.37,22,70,10,947.7,2024-01-14,2024-02-03,2024-02-05,7,Delayed
2024-04-03,3e561921-8f38-45de-b78c-7591c08fe249,Cheese,Dairy,Alvarado PLC,6.27,57,357.39,32,62,31,194.37,2024-03-01,2024-01-29,2024-02-21,1,On Time
2024-02-06,d6ea7721-5218-4032-aa2d-7ada894bd7c7,Dish Soap,Cleaning Supplies,Cochran-Johnson,2.16,148,319.68,28,67,73,157.68,2024-04-29,2024-06-05,2024-06-09,6,Partial Delivery
2024-06-29,b4988739-cb01-4d7a-acba-5433dc0e4626,Lettuce,Produce,Harvey-Patterson,53.45,194,10369.3,22,44,68,3634.6,2024-01-20,2024-01-07,2024-01-30,4,Delayed
2024-01-03,efb9565a-c543-4a44-b9c2-c9a6405ce3ab,Chicken,Meat,"Smith, Bentley and Velazquez",54.9,56,3074.4,33,68,45,2470.5,2024-05-24,2024-03-24,2024-03-29,9,On Time
2024-03-27,2ac46395-6471-49f2-8c04-c0014cd6a84d,Bagel,Bakery,"Moore, Brooks and Johnson",53.27,192,10227.84,36,50,76,4048.52,2024-03-27,2024-06-29,2024-07-19,4,Partial Delivery
2024-02-05,789af399-7777-475d-a4e8-85f906364c1f,Cream,Dairy,Hays Inc,82.44,159,13107.96,16,99,87,7172.28,2024-03-06,2024-05-22,2024-05-25,8,Delayed
2024-06-13,5f74e96b-46ca-4a29-9a56-933ee441c49e,Chicken Nuggets,Frozen,"Malone, Keith and Davis",20.41,152,3102.32,27,75,4,81.64,2024-04-29,2024-06-30,2024-07-10,5,Partial Delivery
2024-01-12,6c217447-245c-4a7f-af7b-6757081682b7,Granola Bars,Snacks,Dodson PLC,8.1,96,777.6,7,52,83,672.3,2024-06-28,2024-05-08,2024-06-06,5,Delayed
2024-01-17,4ddfd72c-b9fd-4aca-8646-2ad7da5f3b1f,Coffee,Beverages,Wilson-Harris,4.86,113,549.18,40,72,56,272.16,2024-05-29,2024-05-23,2024-05-31,1,On Time
2024-01-29,dc0db909-11b1-4df5-8de8-feb5598b0bb5,Potato,Produce,Armstrong-Mason,67.94,176,11957.44,49,65,145,9851.3,2024-03-08,2024-03-26,2024-04-17,7,Delayed
2024-06-22,bf68f29f-4fb1-4d4d-a7b7-7ba3677cf409,Croissant,Bakery,Parker-Hendricks,71.9,137,9850.3,6,90,132,9490.8,2024-05-29,2024-03-27,2024-03-30,4,Partial Delivery
2024-03-16,b3ca01a6-3882-44a5-ab83-8425ddb6152b,Tea,Beverages,"Williams, Harrington and Parsons",11.41,152,1734.32,41,73,22,251.02,2024-04-19,2024-05-05,2024-05-22,9,On Time
2024-01-14,8483b851-1dcb-49f7-b1ca-17cfb601a700,Milk,Dairy,Reeves PLC,96.86,105,10170.3,9,43,56,5424.16,2024-01-19,2024-01-22,2024-02-19,3,On Time
2024-01-01,877bba32-b733-4bf6-adba-0844cbab28e5,Dish Soap,Cleaning Supplies,Salazar-Berg,26.39,27,712.53,39,47,17,448.63,2024-06-14,2024-01-26,2024-02-01,1,Delayed
2024-03-11,6424aba3-f42f-4679-91d5-9387c23b3aeb,Cream,Dairy,George-Mata,2.72,85,231.2,21,35,43,116.96,2024-06-04,2024-05-21,2024-05-27,4,Delayed
2024-03-18,0f5c9d0d-3520-468f-b046-7863b680014e,Cookies,Snacks,Ramos-Perez,67.02,110,7372.2,42,68,58,3887.16,2024-04-07,2024-06-18,2024-06-20,4,On Time
2024-06-06,889d897a-b7fb-4e30-ab21-e30bad44851d,Banana,Produce,"Foster, Taylor and Ball",50.9,143,7278.7,31,20,11,559.9,2024-06-01,2024-05-25,2024-06-13,7,Delayed
2024-03-12,1cfbf35f-ce74-4f4b-bf45-e8f32e751cdb,Butter,Dairy,Combs Group,98.43,70,6890.1,9,51,37,3641.91,2024-02-28,2024-01-03,2024-01-12,1,Partial Delivery
2024-01-01,fe237695-ad33-4c84-bfb9-b32efa3ff019,Ice Cream,Frozen,Stevens and Sons,62.13,55,3417.15,44,29,21,1304.73,2024-05-06,2024-06-01,2024-06-21,9,Delayed
2024-01-08,a5fead1c-0a61-4337-9525-ca7696790dbb,Butter,Dairy,"Jensen, Thomas and Myers",73.2,10,732,39,54,2,146.4,2024-05-31,2024-02-14,2024-02-27,3,On Time
2024-01-08,f8479d0b-008d-4525-a3f8-579a209f68bc,Pork,Meat,"Ryan, Hanson and Miller",49.52,108,5348.16,10,90,108,5348.16,2024-06-17,2024-06-13,2024-07-10,7,Delayed
2024-05-06,1fe1c52d-5d4e-477b-b8a4-e0013b357d2a,Pizza,Frozen,Nunez-Williams,10.15,116,1177.4,45,24,43,436.45,2024-03-03,2024-06-30,2024-07-03,6,Partial Delivery
2024-05-29,e329d6ce-ce08-4efe-bfe7-a9fb269d7ffe,Glass Cleaner,Cleaning Supplies,Valdez-Sandoval,55.56,131,7278.36,11,56,59,3278.04,2024-05-07,2024-01-05,2024-01-15,5,Delayed
2024-02-24,ac76b7ae-d0bf-48d2-96f0-86539320d863,Apple,Produce,Love and Sons,30.41,100,3041,21,98,34,1033.94,2024-02-06,2024-04-03,2024-05-01,1,On Time
2024-05-16,c8a7b926-0928-4182-bfef-1d215b8127a7,Ice Cream,Frozen,Johnson-Martin,10.39,19,197.41,44,86,15,155.85,2024-06-11,2024-01-23,2024-01-26,1,Partial Delivery
2024-05-18,004d43bd-668d-4379-b16d-34835117da82,Lamb,Meat,Ruiz Ltd,24.4,53,1293.2,42,94,31,756.4,2024-06-24,2024-01-09,2024-01-23,9,Partial Delivery
2024-06-29,2beee4b1-78c5-4d29-9a43-971bd2fe606b,Popcorn,Snacks,Jones PLC,75.7,121,9159.7,49,73,105,7948.5,2024-03-04,2024-06-15,2024-07-08,6,Partial Delivery
2024-05-23,a1ca6fe6-4de6-4f99-894e-fb398e0c4662,Cheese,Dairy,Arias Group,80.68,27,2178.36,50,93,9,726.12,2024-01-30,2024-03-30,2024-04-15,1,Delayed
2024-02-28,e40b27cb-560a-4d37-8ce0-c10e9138ebe7,Apple,Produce,"Allison, Peck and Anderson",13.32,157,2091.24,17,44,24,319.68,2024-05-21,2024-04-02,2024-04-05,1,Partial Delivery
2024-06-29,61aceb9b-fdc9-4784-98bb-da3ca0657c02,Pork,Meat,Schultz LLC,14.39,22,316.58,7,46,22,316.58,2024-04-29,2024-03-27,2024-04-24,6,On Time
2024-05-15,5f380c91-99ec-4402-b2b0-96ebc88aeac6,Popcorn,Snacks,Cole LLC,6.41,157,1006.37,12,96,87,557.67,2024-06-22,2024-03-31,2024-04-10,4,Partial Delivery
2024-04-18,0e399344-46f6-4b2b-bf5c-64d5fa1167cd,Bagel,Bakery,"Gonzalez, Santana and Kelly",89.11,11,980.21,47,95,10,891.1,2024-01-13,2024-01-18,2024-01-27,4,On Time
2024-01-12,973fada8-c180-4ab3-9187-e85c9dc341f3,Bread,Bakery,Rice-Mills,48.48,171,8290.08,16,68,166,8047.68,2024-03-23,2024-01-02,2024-01-16,9,Delayed
2024-05-29,80b02ef8-11f0-4b69-ba3e-f3faee8abf3c,Coffee,Beverages,"Giles, Scott and Jensen",36.08,193,6963.44,10,66,109,3932.72,2024-01-27,2024-02-03,2024-02-08,5,Partial Delivery
2024-05-16,2cab171d-1ca3-4425-b2d1-0cd92be53e55,Cookies,Snacks,Taylor Inc,70.19,163,11440.97,13,94,92,6457.48,2024-05-04,2024-06-14,2024-07-01,1,Partial Delivery
2024-05-23,e18a8838-50ab-437a-8933-2b117cdd40e4,Lamb,Meat,Mcfarland-Reeves,82.78,116,9602.48,39,84,111,9188.58,2024-04-24,2024-04-10,2024-04-13,3,On Time
2024-03-15,143f18f4-9cd7-4090-bb04-21957cb8af3b,Sponges,Cleaning Supplies,Jones-Ford,35.72,104,3714.88,9,89,24,857.28,2024-05-01,2024-05-17,2024-06-10,3,Delayed
2024-04-25,c7a45861-0149-4271-8a25-7aba16c6909a,Toothpaste,Health & Beauty,"Horn, Foley and Weber",65.64,166,10896.24,22,26,31,2034.84,2024-05-21,2024-05-16,2024-06-01,3,Partial Delivery
2024-06-15,a583b75e-ee98-412b-8ce3-330a2ec1da1e,Beef,Meat,"Jenkins, Flynn and Bowen",42.86,185,7929.1,16,41,145,6214.7,2024-02-18,2024-03-20,2024-03-27,10,Delayed
